Date,Average Daily Value
2011-04-26,7.013
2011-04-27,4.6
2011-04-28,8.3947
2011-04-29,6.7095
2011-04-30,3.2095
2011-05-01,4.6455
2011-05-02,7.3667
2011-05-03,5.7125
2011-05-04,5.3476
2011-05-05,6.225
2011-05-06,5.3783
2011-05-07,4.1417
2011-05-08,6.3625
2011-05-09,4.6727
2011-05-10,5.9217
2011-05-11,7.6095
2011-05-12,6.2889
2011-05-13,4.3286
2011-05-14,5.6591
2011-05-15,4.2619
2011-05-16,6.1727
2011-05-17,2.7261
2011-05-18,4.5087
2011-05-19,5.1174
2011-05-20,6.9391
2011-05-21,8.5083
2011-05-22,6.0125
2011-05-23,4.7478
2011-05-24,5.1773
2011-05-25,9.2652
2011-05-26,5.4682
2011-05-27,6.0174
2011-05-28,20.5375
2011-05-29,12.4375
2011-05-30,8.8583
2011-05-31,11.325
2011-06-01,7.3292
2011-06-02,6.6625
2011-06-03,8.9125
2011-06-04,9.8625
2011-06-05,16.0875
2011-06-06,9.4792
2011-06-07,9.3583
2011-06-08,20.9833
2011-06-09,21.0125
2011-06-10,18.3211
2011-06-11,8.7833
2011-06-12,7.3273
2011-06-13,8.7292
2011-06-14,6.6696
2011-06-16,3.3
2011-06-17,3.0727
2011-06-18,5.825
2011-06-19,3.8095
2011-06-20,4.6792
2011-06-21,5.7227
2011-06-22,7.0391
2011-06-23,6.6783
2011-06-24,5.4364
2011-06-25,3.7478
2011-06-26,20.7333
2011-06-27,26.0875
2011-06-28,8.5429
2011-06-29,7.2857
2011-07-01,4.6789
2011-07-02,8.2429
2011-07-03,9.7
2011-07-04,8.6667
2011-07-05,8.4864
2011-07-06,11.3435
2011-07-07,13.8348
2011-07-08,5.05
2011-07-09,14.8889
2011-07-10,16.0652
2011-07-11,7.2
2011-07-12,5
2011-07-13,6.8125
2011-07-14,6.31
2011-07-15,2.6958
2011-07-16,3.7905
2011-07-17,8.3292
2011-07-18,9.8045
2011-07-19,6.0381
2011-07-20,2.6773
2011-07-21,3.4773
2011-07-22,2.8042
2011-07-23,4.1091
2011-07-24,4.7682
2011-07-25,7.2045
2011-07-26,5.0087
2011-07-27,3.0217
2011-07-28,6.2958
2011-07-29,6.8292
2011-07-30,7.8375
2011-07-31,7.0417
2011-08-01,10.9773
2011-08-02,16.3
2011-08-03,8.5143
2011-08-04,15.3571
2011-08-05,9.665
2011-08-06,6.6409
2011-08-07,5.9917
2011-08-08,8.0143
2011-08-09,14.5696
2011-08-10,5.7182
2011-08-11,8.2375
2011-08-12,7.9571
2011-08-13,10.4583
2011-08-14,14.125
2011-08-15,3.2522
2011-08-16,4.3182
2011-08-17,8.6917
2011-08-18,16.8091
2011-08-19,6.7409
2011-08-20,8.1522
2011-08-21,14.3
2011-08-22,11.1167
2011-08-23,14.0364
2011-08-24,22.2174
2011-08-25,19.9182
2011-08-26,23.4083
2011-08-27,29.2167
2011-08-28,22.0042
2011-08-29,31.25
2011-08-30,10.8875
2011-08-31,4.4182
2011-09-01,4.915
2011-09-02,4.9875
2011-09-03,6.0545
2011-09-04,8.7261
2011-09-05,12.3818
2011-09-06,15.1292
2011-09-07,19.9391
2011-09-08,28.9167
2011-09-09,26.9625
2011-09-10,20.2409
2011-09-11,23.2833
2011-09-12,18.4708
2011-09-13,23.7042
2011-09-14,20.8292
2011-09-15,23.0167
2011-09-16,8.4792
2011-09-17,8.5958
2011-09-18,7.8217
2011-09-19,4.5364
2011-09-20,13.8667
2011-09-21,20.1667
2011-09-24,11.55
2011-09-25,10.2667
2011-09-26,6.5143
2011-09-27,9.1722
2011-09-29,12.2174
2011-09-30,12.3565
2011-10-01,4.275
2011-10-02,6.2208
2011-10-03,11.5792
2011-10-04,7.6364
2011-10-05,10.6708
2011-10-06,6.2167
2011-10-07,6.1
2011-10-08,4.4708
2011-10-09,2.8458
2011-10-10,4.2833
2011-10-11,4.5958
2011-10-12,1.6292
2011-10-13,2.3583
2011-10-14,3.9083
2011-10-15,4.3522
2011-10-16,8.3208
2011-10-17,4.6391
2011-10-18,4.5375
2011-10-19,5.2042
2011-10-20,6.5708
2011-10-21,10.475
2011-10-22,5.5375
2011-10-23,3.0583
2011-10-24,4.955
2011-10-25,5.4875
2011-10-26,10.3609
2011-10-27,3.3364
2011-10-28,11.3455
2011-10-29,4.575
2011-10-30,3.7348
2011-10-31,3.56
2011-11-02,7.5143
2011-11-03,11.8818
2011-11-04,6.8571
2011-11-06,8.22
2011-11-07,4.1211
2011-11-08,8.395
2011-11-09,7.0833
2011-11-10,6.1667
2011-11-11,6.4913
2011-11-12,5.7842
2011-11-13,3.7158
2011-11-14,8.35
2011-11-15,4.5125
2011-11-16,9.9565
2011-11-17,6.4409
2011-11-18,6.7958
2011-11-19,12.5875
2011-11-20,14.9458
2011-11-21,8.4818
2011-11-22,5.7632
2011-11-23,5.9409
2011-11-24,8.1304
2011-11-25,5.67
2011-11-26,5.0391
2011-11-28,24.395
2011-11-29,6.5381
2011-11-30,13.35
2011-12-01,5.0227
2011-12-02,2.7
2011-12-03,3.3429
2011-12-04,4.3083
2011-12-05,2.9167
2011-12-06,3.4409
2011-12-07,3.3417
2011-12-08,7.4125
2011-12-09,5.2208
2011-12-10,7.1435
2011-12-11,4.8667
2011-12-12,7.5
2011-12-13,4.6952
2011-12-14,3.9375
2011-12-15,7.3208
2011-12-16,4.1
2011-12-17,4.3818
2011-12-18,5.3
2011-12-19,4.2217
2011-12-20,3.5105
2011-12-21,4.6136
2011-12-22,3.8292
2011-12-23,3.845
2011-12-24,3.3667
2011-12-25,4.185
2011-12-26,4.9762
2011-12-27,1.7045
2011-12-28,3.6609
2011-12-29,3.5417
2011-12-30,3.8429
2011-12-31,3.48
2012-01-01,9.6958
2012-01-02,3.3478
2012-01-03,2.765
2012-01-04,2.6737
2012-01-05,3.46
2012-01-06,5.8136
2012-01-07,4.8182
2012-01-08,4.0045
2012-01-09,3.3565
2012-01-11,1.7762
2012-01-12,5.8381
2012-01-13,5.4524
2012-01-14,4.6792
2012-01-15,6.4909
2012-01-16,10.1792
2012-01-18,16.6619
2012-01-19,14.2286
2012-01-20,11.7917
2012-01-21,19.5292
2012-01-22,9.8083
2012-01-23,3.7739
2012-01-24,5.95
2012-01-25,5.7714
2012-01-26,5.7083
2012-01-27,3.1833
2012-01-28,4.4458
2012-01-29,2.5364
2012-01-30,3.0304
2012-01-31,4.9773
2012-02-01,5.2667
2012-02-02,7.1542
2012-02-03,6.3857
2012-02-04,5.3652
2012-02-05,4.1042
2012-02-06,9.9
2012-02-07,8.5042
2012-02-08,6.325
2012-02-09,11.5958
2012-02-10,13.6208
2012-02-11,10.3542
2012-02-12,6.5958
2012-02-13,3.9727
2012-02-14,4.5
2012-02-15,5.9792
2012-02-16,7.0083
2012-02-17,5.4182
2012-02-18,6.8652
2012-02-19,4.7375
2012-02-20,1.9571
2012-02-21,3.2455
2012-02-22,4.6348
2012-02-23,3.6958
2012-02-24,5.15
2012-02-25,4.9625
2012-02-26,6.6792
2012-02-27,7.9609
2012-02-28,6.113
2012-02-29,5.787
2012-03-01,12.4917
2012-03-02,9.3478
2012-03-03,4.2136
2012-03-04,8.0682
2012-03-05,7.0875
2012-03-06,6.8667
2012-03-07,5.4952
2012-03-08,7.3526
2012-03-09,4.5286
2012-03-10,4.3875
2012-03-11,4.9348
2012-03-14,2.74
2012-03-15,8.7684
2012-03-16,9.8389
2012-03-17,6.1591
2012-03-18,7.5875
2012-03-19,9.5783
2012-03-20,3.4316
2012-03-21,5.1571
2012-03-22,6.4043
2012-03-23,10.2083
2012-03-24,9.5958
2012-03-25,8.3
2012-03-26,17.0773
2012-03-27,19.5208
2012-03-28,13.6083
2012-03-31,3.3955
2012-04-01,4.77
2012-04-02,9.7238
2012-04-03,5.2238
2012-04-04,8.0789
2012-04-05,5.3333
2012-04-06,6.0381
2012-04-07,5.515
2012-04-08,5.285
2012-04-10,15.1895
2012-04-11,9.3545
2012-04-12,10.0318
2012-04-13,8.4053
2012-04-14,7.6526
2012-04-15,6.21
2012-04-16,6.8417
2012-04-17,7.4636
2012-04-18,11.2875
2012-04-19,11.6167
2012-04-20,7.9417
2012-04-21,7.4083
2012-04-22,7.7478
2012-04-23,8.5889
2012-04-24,10.6389
2012-04-25,9.4958
2012-04-26,6.9
2012-04-27,5.6727
2012-04-28,3.2
2012-04-29,4.2
2012-04-30,7.4958
2012-05-02,5.4857
2012-05-03,6.5348
2012-05-04,3.0652
2012-05-05,4.6286
2012-05-06,6.15
2012-05-07,8.913
2012-05-08,10.8
2012-05-09,8.0458
2012-05-10,7.47
2012-05-11,4.1211
2012-05-12,11.0458
2012-05-13,12.3591
2012-05-14,8.9682
2012-05-15,13.0474
2012-05-16,9.3913
2012-05-17,6.41
2012-05-18,6.5227
2012-05-19,8.3417
2012-05-20,9.5222
2012-05-23,2.2333
2012-05-25,3.2409
2012-05-26,7.0429
2012-05-27,13.113
2012-05-28,12.5368
2012-05-29,8.7
2012-05-30,6.8111
2012-05-31,7.4056
2012-06-05,15.9778
2012-06-06,6.0435
2012-06-07,2.7571
2012-06-08,6.1391
2012-06-09,5.85
2012-06-10,9.2391
2012-06-11,10.4042
2012-06-12,7.9783
2012-06-13,8.0043
2012-06-14,7.15
2012-06-15,8.0958
2012-06-16,8.6182
2012-06-17,4.3474
2012-06-18,4.3556
2012-06-19,4.0833
2012-06-20,14.1316
2012-06-21,7.8917
2012-06-22,6.8263
2012-06-23,5.0125
2012-06-24,6.35
2012-06-25,6.0091
2012-06-26,4.6375
2012-06-27,9.8778
2012-06-28,10.7158
2012-06-29,5.4571
2012-06-30,5.8261
2012-07-02,7.2917
2012-07-03,9.0526
2012-07-05,6.6842
2012-07-06,15.4091
2012-07-07,17.0909
2012-07-08,13.6818
2012-07-09,9.2
2012-07-13,10.5455
2012-07-14,13.5217
2012-07-15,8.875
2012-07-16,6.7619
2012-07-17,7.2083
2012-07-18,9.3043
2012-07-19,10.9091
2012-07-20,9.1053
2012-07-21,5.3158
2012-07-22,9.6842
2012-07-23,9.4762
2012-07-24,1.8095
2012-07-25,7.7083
2012-07-26,8.5833
2012-07-27,7.0833
2012-07-28,9.6818
2012-07-29,9.3478
2012-07-30,10.5217
2012-07-31,6.625
2012-08-01,8.1304
2012-08-02,3.8696
2012-08-03,6.1364
2012-08-04,7.9545
2012-08-05,8.5
2012-08-06,9.0417
2012-08-07,10.125
2012-08-08,9.9583
2012-08-09,7.5
2012-08-10,8.3333
2012-08-11,12.1667
2012-08-12,8.5238
2012-08-13,6.6087
2012-08-14,10.6842
2012-08-16,9.625
2012-08-17,24.1
2012-08-18,13.1
2012-08-19,12.3333
2012-08-20,15.9545
2012-08-21,20.7273
2012-08-23,8.95
2012-08-24,5.1304
2012-08-25,4.4783
2012-08-26,10.4783
2012-08-27,17.2917
2012-08-28,18.5833
2012-08-29,8.375
2012-08-30,9.25
2012-08-31,12.1667
2012-09-01,10.375
2012-09-02,6.9583
2012-09-03,5.8182
2012-09-04,6.6667
2012-09-05,7.7727
2012-09-06,6.5
2012-09-07,9
2012-09-08,11.0417
2012-09-09,9.375
2012-09-10,8.125
2012-09-11,4
2012-09-12,4.5217
2012-09-13,6.125
2012-09-14,10.0833
2012-09-15,10.5833
2012-09-16,7.3913
2012-09-17,8.5
2012-09-18,14.1667
2012-09-19,12.6667
2012-09-20,11.9583
2012-09-21,12.3333
2012-09-22,14.9167
2012-09-23,16.9583
2012-09-24,15.1667
2012-09-25,13.1667
2012-09-26,9.4583
2012-09-27,12.7917
2012-09-28,5.8333
2012-09-29,7.125
2012-09-30,5.4583
2012-10-01,5.1667
2012-10-02,5.3333
2012-10-03,5.5833
2012-10-04,6.9583
2012-10-05,9.75
2012-10-06,8.6667
2012-10-07,7.7917
2012-10-08,9.9583
2012-10-09,8.5
2012-10-10,6.5
2012-10-11,8
2012-10-12,10.875
2012-10-13,9.2083
2012-10-14,4.6667
2012-10-15,2.4167
2012-10-16,3.3043
2012-10-17,4.2727
2012-10-18,5.0833
2012-10-19,4.4167
2012-10-20,7.7083
2012-10-21,3.4091
2012-10-22,10.5833
2012-10-23,3.7083
2012-10-24,5.125
2012-10-25,8.5
2012-10-26,9.913
2012-10-27,12.7917
2012-10-28,19.2083
2012-10-29,17.5833
2012-10-30,7.9167
2012-10-31,15.2083
2012-11-01,11.625
2012-11-02,21.75
2012-11-03,7.6667
2012-11-04,4.9167
2012-11-05,4.625
2012-11-06,7.6667
2012-11-07,8.875
2012-11-08,4.2917
2012-11-09,2.8333
2012-11-10,7.75
2012-11-11,6
2012-11-12,4.0833
2012-11-13,3.5833
2012-11-14,4.087
2012-11-15,5.25
2012-11-16,7.125
2012-11-17,7.4783
2012-11-18,2.375
2012-11-19,3.9167
2012-11-20,15.2917
2012-11-21,18.35
2012-11-23,10.7083
2012-11-24,5.125
2012-11-25,11.9583
2012-11-26,4.375
2012-11-27,7.7917
2012-11-28,14.0417
2012-11-29,24.6667
2012-11-30,22.9583
2012-12-01,32.6667
2012-12-02,21.5417
2012-12-03,19.1667
2012-12-04,6.0417
2012-12-07,16.25
2012-12-08,16.7083
2012-12-09,9.125
2012-12-10,8
2012-12-11,4.8696
2012-12-12,14.9583
2012-12-13,8.1304
2012-12-14,2.7273
2012-12-15,11.2083
2012-12-16,6.7273
2012-12-17,9.4167
2012-12-18,9.625
2012-12-19,11.75
2012-12-20,9.0526
2012-12-21,13.375
2012-12-22,5.625
2012-12-23,4.1739
2012-12-24,5.1739
2012-12-25,12.2083
2012-12-26,18.2917
2012-12-27,16.375
2012-12-29,3
2012-12-30,2.7727
2012-12-31,3.0556
2013-01-01,2.3333
2013-01-09,5
2013-01-10,2.5556
2013-01-11,13.4348
2013-01-12,3.8696
2013-01-13,1.2727
2013-01-16,2.05
2013-01-20,4.9048
2013-01-21,13.381
2013-01-22,17.9444
2013-01-23,18.6667
2013-01-24,11.9167
2013-01-25,6.8182
2013-01-26,5.4091
2013-01-27,1.7
2013-01-29,4.15
2013-01-30,4.0476
2013-01-31,10.75
2013-02-01,5.5714
2013-02-03,3.2105
2013-02-04,3.1429
2013-02-05,10.15
2013-02-06,24.5238
2013-02-07,6.0455
2013-02-08,6.05
2013-02-10,2.9545
2013-02-11,3.1
2013-02-15,10.25
2013-02-16,9.4583
2013-02-17,9.1667
2013-02-18,13.7917
2013-02-19,17.125
2013-02-20,25.125
2013-02-21,11.9167
2013-02-22,8.7083
2013-02-23,10.0833
2013-02-24,11.2083
2013-02-25,11.9583
2013-02-26,15
2013-02-27,16.25
2013-02-28,12.0833
2013-03-01,14.9167
2013-03-02,22.9167
2013-03-03,16.7917
2013-03-04,19.125
2013-03-05,20.7917
2013-03-06,20.625
2013-03-07,22.9167
2013-03-08,27.6667
2013-03-09,12.3333
2013-03-10,10.9583
2013-03-11,9.5
2013-03-12,16.625
2013-03-13,12.625
2013-03-14,22.9167
2013-03-15,21.25
2013-03-16,25.3333
2013-03-17,16.25
2013-03-18,13.3158
2013-03-21,4.25
2013-03-22,4.1667
2013-03-23,9.9167
2013-03-24,11.625
2013-03-25,11
2013-03-26,18.0417
2013-03-27,13.75
2013-03-28,13.25
2013-03-29,7
2013-03-30,9.2917
2013-03-31,8.875
2013-04-01,12.25
2013-04-02,11.4167
2013-04-03,5.625
2013-04-04,8.125
2013-04-05,13
2013-04-06,16.875
2013-04-07,6.125
2013-04-08,7.625
2013-04-09,5.0833
2013-04-10,8.9583
2013-04-11,3.7917
2013-04-12,4.625
2013-04-13,5.375
2013-04-14,5.5
2013-04-15,6.7083
2013-04-16,7.5833
2013-04-17,7.7917
2013-04-18,5.2917
2013-04-19,9.6667
2013-04-20,5.2917
2013-04-21,3.5
2013-04-22,5.125
2013-04-23,6
2013-04-24,4.4583
2013-04-25,3.4167
2013-04-26,5.1667
2013-04-27,4.0833
2013-04-28,3.4583
2013-04-29,4.1905
2013-04-30,5
2013-05-01,5.5833
2013-05-02,4.3333
2013-05-03,3.5833
2013-05-04,5.2917
2013-05-05,5.7917
2013-05-06,6.25
2013-05-07,8
2013-05-08,8.625
2013-05-09,8.75
2013-05-10,9.3333
2013-05-11,9.0417
2013-05-12,6.5833
2013-05-13,4.1667
2013-05-14,5.3333
2013-05-15,5
2013-05-16,7.5
2013-05-17,8
2013-05-18,19.9583
2013-05-19,8.2083
2013-05-20,8.0833
2013-05-21,10.2083
2013-05-22,6.625
2013-05-23,5.9167
2013-05-24,3.5833
2013-05-25,3.9583
2013-05-26,7.25
2013-05-27,7.9167
2013-05-28,9.7083
2013-05-29,8.75
2013-05-30,7.125
2013-05-31,7.5
2013-06-01,4.9583
2013-06-02,7.8333
2013-06-03,9.0833
2013-06-04,8.75
2013-06-05,7.4583
2013-06-06,7.25
2013-06-07,7.75
2013-06-08,6.4583
2013-06-09,5.875
2013-06-10,7.0417
2013-06-11,8.6667
2013-06-12,8.8333
2013-06-13,8.1667
2013-06-14,6.25
2013-06-15,6.25
2013-06-16,7
2013-06-20,6.5238
2013-06-21,7.2917
2013-06-22,7.125
2013-06-23,7.1667
2013-06-24,8.8333
2013-06-25,7.7917
2013-06-26,4.25
2013-06-27,5.125
2013-06-28,7.0417
2013-06-29,10.2083
2013-06-30,9.625
2013-07-01,13.2917
2013-07-02,13
2013-07-03,8.5
2013-07-04,10.125
2013-07-05,5.25
2013-07-06,5.25
2013-07-07,7.2917
2013-07-08,10.75
2013-07-09,8.625
2013-07-10,10.375
2013-07-11,7.4167
2013-07-12,6.0833
2013-07-13,4.5417
2013-07-14,8.2083
2013-07-15,5.2083
2013-07-16,5.4583
2013-07-17,6.4167
2013-07-18,5.0417
2013-07-19,6.1818
2013-07-20,4.9583
2013-07-21,2.25
2013-07-26,11.6667
2013-07-27,7.4167
2013-07-28,6.1667
2013-07-29,5.125
2013-07-30,6.2917
2013-07-31,7.7083
2013-08-01,7.75
2013-08-02,6.9583
2013-08-03,6.0833
2013-08-04,6.7917
2013-08-07,7.0417
2013-08-08,13.375
2013-08-09,9.7917
2013-08-10,10.7083
2013-08-11,10.125
2013-08-12,10.125
2013-08-13,12.2083
2013-08-14,13.7917
2013-08-15,16.75
2013-08-16,17.625
2013-08-17,11.875
2013-08-18,6.0833
2013-08-19,7.4167
2013-08-20,5.75
2013-08-21,8.5417
2013-08-22,10.6667
2013-08-23,16.75
2013-08-24,11.125
2013-08-25,12.6667
2013-08-26,7.625
2013-08-27,6.0476
2013-08-28,12.8333
2013-08-29,15.0417
2013-08-30,8.75
2013-08-31,6.625
2013-09-01,9.3333
2013-09-02,11.2083
2013-09-03,14.4583
2013-09-04,11.9167
2013-09-05,14.0417
2013-09-06,10.7083
2013-09-07,9.9167
2013-09-08,10.3333
2013-09-09,9.75
2013-09-10,10
2013-09-11,11.5833
2013-09-12,11.9167
2013-09-13,12.9
2013-09-14,15.875
2013-09-15,11.375
2013-09-16,8.7083
2013-09-17,6.25
2013-09-18,4.1667
2013-09-19,4.875
2013-09-20,7.2917
2013-09-21,7
2013-09-22,3.8333
2013-09-23,3.2083
2013-09-24,4.125
2013-09-25,4.2917
2013-09-28,4.8333
2013-09-29,3.5833
2013-09-30,4.1739
2013-10-01,3.8333
2013-10-02,5.25
2013-10-03,5.7917
2013-10-04,6.5
2013-10-05,4.4167
2013-10-06,7.4583
2013-10-07,6.0417
2013-10-08,4.55
2013-10-09,6
2013-10-10,6.7917
2013-10-11,5.7083
2013-10-12,8.125
2013-10-13,9.625
2013-10-14,9.0417
2013-10-15,8.0833
2013-10-16,6.2917
2013-10-17,5.0417
2013-10-18,6.7083
2013-10-19,7.25
2013-10-20,8.4167
2013-10-21,9.1667
2013-10-22,10
2013-10-23,12.2917
2013-10-24,10.2917
2013-10-25,11.7917
2013-10-26,10.25
2013-10-27,5.9583
2013-10-28,9.3333
2013-10-29,10.0417
2013-10-30,11.25
2013-10-31,7.625
2013-11-01,6.1667
2013-11-02,7.75
2013-11-03,6.3333
2013-11-05,8.0952
2013-11-06,7.75
2013-11-07,10.7083
2013-11-08,8.5
2013-11-09,10.2083
2013-11-10,9.4167
2013-11-11,7
2013-11-12,6.0417
2013-11-13,4.5417
2013-11-14,4.0909
2013-11-15,9.125
2013-11-16,5.8333
2013-11-17,6.9583
2013-11-18,8.8333
2013-11-19,5.25
2013-11-20,6.4583
2013-11-21,2
2013-11-22,18
2013-11-23,5.2083
2013-11-24,6.75
2013-11-25,8.6667
2013-11-26,7.3333
2013-11-27,11.2083
2013-11-28,8.5
2013-11-29,10.7083
2013-11-30,10.25
2013-12-01,10.2917
2013-12-02,7.0417
2013-12-03,3.375
2013-12-04,4.1667
2013-12-05,5.1667
2013-12-06,8.7083
2013-12-07,3.2917
2013-12-08,2.1667
2013-12-09,4.5833
2013-12-10,5.2857
2013-12-11,3.3333
2013-12-12,15.5
2013-12-13,19.2917
2013-12-14,8.0417
2013-12-15,3.8333
2013-12-16,7.8333
2013-12-17,8.5417
2013-12-18,4.25
2013-12-19,4.3333
2013-12-20,10.8333
2013-12-21,12.4167
2013-12-22,18.2917
2013-12-23,10
2013-12-24,5.2917
2013-12-25,4.6667
2013-12-26,4.1667
2013-12-27,4.5
2013-12-28,5.7917
2013-12-29,7.625
2013-12-30,19.1667
2013-12-31,16.7917
2014-01-01,12.4583
2014-01-02,6.125
2014-01-03,6.1667
2014-01-04,2.4583
2014-01-05,3.5833
2014-01-06,3.625
2014-01-07,12.9167
2014-01-08,12.4583
2014-01-09,4.5417
2014-01-10,4.7143
2014-01-11,7.5
2014-01-12,5.125
2014-01-13,3.5833
2014-01-14,5.3333
2014-01-15,2.9167
2014-01-16,5.5417
2014-01-17,5.875
2014-01-18,4.9583
2014-01-19,4.0417
2014-01-20,5.7917
2014-01-21,9.5417
2014-01-23,7.2917
2014-01-24,5.75
2014-01-25,5.5417
2014-01-26,5.2083
2014-01-27,8.8333
2014-01-28,6.2083
2014-01-29,10.0417
2014-01-30,7.5
2014-01-31,3.0833
2014-02-01,5.5
2014-02-02,6.4583
2014-02-03,2.5417
2014-02-04,0.6667
2014-02-05,5.8571
2014-02-06,3.5833
2014-02-07,5.375
2014-02-08,9.2083
2014-02-09,13.8333
2014-02-10,16.6667
2014-02-11,15.5833
2014-02-12,21.125
2014-02-13,10.5833
2014-02-14,6.125
2014-02-15,6.0417
2014-02-16,2.4167
2014-02-17,2.5833
2014-02-18,2.7917
2014-02-19,4.375
2014-02-20,3.6667
2014-02-21,5.625
2014-02-22,8.875
2014-02-23,4.25
2014-02-24,5.4583
2014-02-25,4.7083
2014-02-26,6.9583
2014-02-27,8.0833
2014-02-28,1.7083
2014-03-01,3.5833
2014-03-02,2.0417
2014-03-03,4.75
2014-03-04,10.3333
2014-03-05,20.375
2014-03-06,12.7917
2014-03-07,27.5833
2014-03-08,4.375
2014-03-09,5.0833
2014-03-10,6.875
2014-03-11,5.0417
2014-03-12,6
2014-03-13,3.75
2014-03-14,3.2917
2014-03-15,1.9167
2014-03-16,0.1667
2014-03-17,0
2014-03-18,0.2917
2014-03-19,0.8333
2014-03-20,0.1667
2014-03-21,2.5
2014-03-22,6.3333
2014-03-23,8.5417
2014-03-24,7.2917
2014-03-25,13.2917
2014-03-26,9.1667
2014-03-27,5.2857
2014-03-28,8.0833
2014-03-29,13.5
2014-03-30,7.5833
2014-03-31,9.4167
2014-04-04,3
2014-04-05,0.9167
2014-04-06,1.1667
2014-04-07,2.7917
2014-04-08,5.1667
2014-04-09,1.4167
2014-04-10,4.875
2014-04-11,2.6667
2014-04-12,3.0833
2014-04-13,4.4167
2014-04-14,6.2917
2014-04-15,7.875
2014-04-16,6.8333
2014-04-17,9.5833
2014-04-18,6.4583
2014-04-19,4.75
2014-04-20,3.6667
2014-04-21,5.5
2014-04-22,7.7895
2014-04-23,2.75
2014-04-24,4.4583
2014-04-25,6.25
2014-04-26,3.875
2014-04-27,3.25
2014-04-28,2.6667
2014-04-29,3.25
2014-04-30,6.375
2014-05-01,6.7917
2014-05-02,3.7083
2014-05-03,3.9583
2014-05-04,2.4583
2014-05-05,8
2014-05-06,3.1667
2014-05-07,4.875
2014-05-08,5.4
2014-05-09,7.2083
2014-05-10,5.2083
2014-05-11,4.4091
2014-05-12,5.875
2014-05-13,9.5833
2014-05-14,7.3333
2014-05-15,4.7917
2014-05-16,6.5
2014-05-17,7.75
2014-05-18,6.6818
2014-05-19,7.4583
2014-05-20,6.625
2014-05-21,5.2917
2014-05-22,5.8333
2014-05-23,5.375
2014-05-24,4.375
2014-05-25,6.5833
2014-05-26,4.75
2014-05-27,3.5833
2014-05-28,6.125
2014-05-29,2.5
2014-05-30,2.75
2014-05-31,5.8333
2014-06-01,7.75
2014-06-02,4.9583
2014-06-03,5.8333
2014-06-04,5.2917
2014-06-05,2
2014-06-06,4.15
2014-06-07,5.2917
2014-06-08,6.0417
2014-06-09,4.5
2014-06-10,4.375
2014-06-11,5
2014-06-12,6.7083
2014-06-13,6.125
2014-06-14,7.3333
2014-06-15,7.2917
2014-06-16,6.1667
2014-06-17,8
2014-06-18,6.625
2014-06-19,5.1667
2014-06-20,5.7917
2014-06-21,5.1667
2014-06-22,7.9167
2014-06-23,9.1667
2014-06-24,8.25
2014-06-25,5.2917
2014-06-26,6.4167
2014-06-27,7.2273
2014-06-28,4.2083
2014-06-29,4.5
2014-06-30,5.875
2014-07-01,8.0417
2014-07-02,16.5
2014-07-03,14.25
2014-07-04,10.0417
2014-07-05,15.125
2014-07-06,12.5
2014-07-07,8.2174
2014-07-08,8.1667
2014-07-09,10.8636
2014-07-10,11.0417
2014-07-11,17.7917
2014-07-12,16.1667
2014-07-13,17.4167
2014-07-14,18.625
2014-07-15,14.7083
2014-07-16,28.8095
2014-07-17,44.0833
2014-07-18,25.1667
2014-07-19,14.9167
2014-07-20,6.9583
2014-07-21,8.0417
2014-07-22,9.0833
2014-07-23,8.5417
2014-07-24,4.5
2014-07-25,7.4583
2014-07-26,8.0833
2014-07-27,10
2014-07-28,12.9167
2014-07-29,11.6087
2014-07-30,12.3913
2014-07-31,16.9565
2014-08-01,12.1667
2014-08-02,12.9583
2014-08-03,16.375
2014-08-04,12.9583
2014-08-05,14.2083
2014-08-06,16.7368
2014-08-07,11.7917
2014-08-08,10
2014-08-09,7.5
2014-08-10,10.0417
2014-08-11,12.4167
2014-08-12,15.625
2014-08-13,17.875
2014-08-14,19.5833
2014-08-15,13.8333
2014-08-16,9.5833
2014-08-17,14.2917
2014-08-18,17.75
2014-08-19,17.75
2014-08-20,9.9583
2014-08-21,8.7083
2014-08-22,9.2083
2014-08-23,9.5
2014-08-24,10.4167
2014-08-25,7.125
2014-08-26,15.0417
2014-08-27,8.2917
2014-08-28,6.875
2014-08-29,7.125
2014-08-30,5.375
2014-08-31,5.4583
2014-09-01,3.875
2014-09-02,4.9167
2014-09-03,7.0833
2014-09-04,4.5
2014-09-05,7.1579
2014-09-06,8.4167
2014-09-07,8.4167
2014-09-08,2.625
2014-09-09,3.375
2014-09-10,5.0909
2014-09-11,5.0417
2014-09-12,6
2014-09-13,8.0417
2014-09-14,8.4583
2014-09-15,9.3333
2014-09-16,11.375
2014-09-17,14.0417
2014-09-18,22.375
2014-09-19,13.5417
2014-09-20,11.5
2014-09-21,11
2014-09-22,16.7917
2014-09-23,19.875
2014-09-24,13.4583
2014-09-25,15.7083
2014-09-26,14.6667
2014-09-27,10.875
2014-09-28,10.7083
2014-09-29,9.8333
2014-09-30,6.7917
2014-10-01,5.375
2014-10-02,3.4167
2014-10-03,6.3333
2014-10-04,7.2083
2014-10-05,9.5833
2014-10-06,9.5833
2014-10-07,9.2917
2014-10-09,11.7917
2014-10-10,8.2083
2014-10-11,7.25
2014-10-12,4.625
2014-10-13,5.4167
2014-10-14,6.6667
2014-10-15,9.5
2014-10-16,14.0833
2014-10-17,7.4583
