Date,Average Daily Value
2014-10-18,6.4167
2014-10-19,7.25
2014-10-20,8.3333
2014-10-21,7.2917
2014-10-22,9.5
2014-10-23,4.625
2014-10-24,4.375
2014-10-25,7.0833
2014-10-26,7.2083
2014-10-27,3.25
2014-10-28,12.2917
2014-10-29,8.4583
2014-10-30,12.875
2014-10-31,10.25
2014-11-01,7.0417
2014-11-02,8.1667
2014-11-03,6.6667
2014-11-04,6.0833
2014-11-05,8.5
2014-11-06,8.3333
2014-11-07,6.0833
2014-11-08,8.9583
2014-11-09,4.875
2014-11-10,6.0417
2014-11-11,3.2083
2014-11-12,9.3913
2014-11-13,10.375
2014-11-14,10.8333
2014-11-15,4.375
2014-11-16,6.2917
2014-11-17,5.1667
2014-11-18,6.9583
2014-11-19,14.5
2014-11-20,6.75
2014-11-21,4.3333
2014-11-22,5.0833
2014-11-23,7.75
2014-11-24,5.6667
2014-11-25,6.2857
2014-11-26,22
2014-11-27,8.125
2014-11-28,2.4583
2014-11-29,2.5
2014-11-30,2.9167
2014-12-01,2.5833
2014-12-02,3.75
2014-12-03,6.625
2014-12-04,6.75
2014-12-05,17.8333
2014-12-06,12.5
2014-12-07,6.7917
2014-12-08,9.5833
2014-12-09,6.75
2014-12-10,5.2917
2014-12-11,5.0417
2014-12-12,7.0417
2014-12-13,6.1667
2014-12-14,7.75
2014-12-15,9.5833
2014-12-16,16.5
2014-12-17,9.5714
2014-12-18,6.3333
2014-12-19,5.375
2014-12-20,5.375
2014-12-21,6.6667
2014-12-22,7.0833
2014-12-23,8.25
2014-12-24,5.375
2014-12-25,8.125
2014-12-26,3.5417
2014-12-27,6.2917
2014-12-28,8.25
2014-12-29,1.125
2014-12-30,0.9583
2014-12-31,2.375
2015-01-01,7.2917
2015-01-02,7.75
2015-01-03,2.25
2015-01-04,4.25
2015-01-05,4.8333
2015-01-06,5.9167
2015-01-07,5.9048
2015-01-08,3.3333
2015-01-09,4.7917
2015-01-10,14.2917
2015-01-11,20.7917
2015-01-12,8.4583
2015-01-13,3.375
2015-01-14,3.9583
2015-01-15,3.5417
2015-01-16,2.375
2015-01-17,3.1667
2015-01-18,4.4167
2015-01-19,2.7083
2015-01-20,4.5417
2015-01-21,4.4583
2015-01-22,3.4583
2015-01-23,5.3333
2015-01-24,3.9583
2015-01-25,6.1667
2015-01-26,8.9583
2015-01-27,5.4167
2015-01-28,18.2917
2015-01-29,10.5
2015-01-30,9.1667
2015-01-31,7.4167
2015-02-01,8.125
2015-02-02,15.4583
2015-02-03,13.1667
2015-02-04,11.0476
2015-02-05,12.7917
2015-02-06,13
2015-02-07,17.0417
2015-02-08,17.8333
2015-02-09,18.375
2015-02-10,26.0833
2015-02-11,29.75
2015-02-12,13.6667
2015-02-13,7.25
2015-02-14,10.5833
2015-02-15,5.2083
2015-02-16,6.5417
2015-02-17,13.5
2015-02-18,11.0833
2015-02-19,4.8333
2015-02-20,5.125
2015-02-21,5.7083
2015-02-22,5.4167
2015-02-23,5.2083
2015-02-24,4.75
2015-02-25,4.9583
2015-02-26,5.5417
2015-02-27,9.375
2015-02-28,6.2083
2015-03-01,6.9583
2015-03-02,3.3333
2015-03-03,2.7917
2015-03-04,5
2015-03-05,3.9583
2015-03-06,6.375
2015-03-07,7.5833
2015-03-08,3.9167
2015-03-09,5.9167
2015-03-10,12.5833
2015-03-11,13.9167
2015-03-12,5.5
2015-03-13,7.6667
2015-03-14,7.0417
2015-03-15,3.1667
2015-03-16,8.2917
2015-03-17,9.25
2015-03-18,8.75
2015-03-19,7.5833
2015-03-20,14.9167
2015-03-21,8.0833
2015-03-22,7.0833
2015-03-23,13.5833
2015-03-24,15
2015-03-25,11.6667
2015-03-26,4.375
2015-03-27,9.125
2015-03-28,7.25
2015-03-29,3.375
2015-03-30,5.125
2015-03-31,7.8333
2015-04-01,3.5833
2015-04-02,3.125
2015-04-03,6.5
2015-04-04,8.3333
2015-04-05,5.6667
2015-04-06,7.4583
2015-04-07,6.7083
2015-04-08,4.5417
2015-04-09,7.0833
2015-04-10,8.25
2015-04-11,5.875
2015-04-12,1.375
2015-04-13,6.7917
2015-04-14,8.1667
2015-04-16,3.9167
2015-04-17,5.5
2015-04-18,4.2083
2015-04-19,5.75
2015-04-20,5.9583
2015-04-21,9.5417
2015-04-22,9.4583
2015-04-23,5.9167
2015-04-24,8.4167
2015-04-25,6.3333
2015-04-26,9.1667
2015-04-27,5.8333
2015-04-28,8.5417
2015-04-29,8.875
2015-04-30,6.125
2015-05-01,8.25
2015-05-02,4.0417
2015-05-03,6.0417
2015-05-04,8.7083
2015-05-05,12.9583
2015-05-06,2.875
2015-05-07,7
2015-05-08,8.3333
2015-05-09,10.6667
2015-05-10,14
2015-05-11,7.625
2015-05-12,9.5
2015-05-13,12.0833
2015-05-14,15.1667
2015-05-15,20.6667
2015-05-16,14.4167
2015-05-17,8.875
2015-05-18,9.1667
2015-05-19,9.5833
2015-05-20,9.125
2015-05-21,10.1667
2015-05-22,13.3333
2015-05-23,12.8333
2015-05-24,15.7917
2015-05-25,15.4167
2015-05-26,16.625
2015-05-27,18.1667
2015-05-28,28.5833
2015-05-29,22.5833
2015-05-30,16.1667
2015-05-31,16.25
2015-06-01,14.75
2015-06-02,18.625
2015-06-03,15.7083
2015-06-04,12.9167
2015-06-05,11.5833
2015-06-06,19.625
2015-06-07,20.25
2015-06-08,18.4583
2015-06-09,17.0909
2015-06-10,20.25
2015-06-11,22
2015-06-12,11.625
2015-06-13,8.3333
2015-06-14,9.625
2015-06-15,15.875
2015-06-16,12.4583
2015-06-17,12.8333
2015-06-18,14.375
2015-06-19,11.6667
2015-06-20,8.25
2015-06-21,9.9583
2015-06-22,12.4583
2015-06-23,14.1739
2015-06-24,16.2083
2015-06-25,20.375
2015-06-26,21.7917
2015-07-01,8.3333
2015-07-02,11.5833
2015-07-03,12.4091
2015-07-04,12.0833
2015-07-05,9.2083
2015-07-06,11.3043
2015-07-07,20.625
2015-07-08,18.9583
2015-07-09,19.7826
2015-07-10,23.9583
2015-07-11,21.8333
2015-07-14,10.4167
2015-07-15,8.375
2015-07-16,5.5417
2015-07-17,6.8333
2015-07-18,6.9167
2015-07-19,9.0417
2015-07-20,9.7917
2015-07-21,12
2015-07-22,10
2015-07-23,12.3333
2015-07-24,10.2083
2015-07-25,9.125
2015-07-26,7.125
2015-07-27,7.7083
2015-07-28,7.125
2015-07-29,10.0417
2015-07-30,10.1667
2015-08-02,13.625
2015-08-03,20.9583
2015-08-04,12.1818
2015-08-05,10.9167
2015-08-06,7.3333
2015-08-08,4.2609
2015-08-09,3.4167
2015-08-10,6.5714
2015-08-16,1.1667
2015-08-17,1.2083
2015-08-18,0.7917
2015-08-19,2.5833
2015-08-22,1.25
2015-08-23,2.75
2015-08-24,32.7083
2015-08-25,140.9474
2015-08-28,70.5
2015-08-29,33
2015-08-30,7.875
2015-08-31,2.2917
2015-09-01,1.75
2015-09-02,1.9167
2015-09-03,1.6667
2015-09-04,0.2083
2015-09-05,0.5417
2015-09-06,0.5833
2015-09-07,2.2083
2015-09-08,3.3333
2015-09-09,2.75
2015-09-10,4.7917
2015-09-11,3.7083
2015-09-12,6.2083
2015-09-13,1.2083
2015-09-14,2.25
2015-09-15,2.2083
2015-09-16,3.0909
2015-09-17,3.7917
2015-09-18,3.3333
2015-09-19,1.8333
2015-09-20,2
2015-09-21,1.25
2015-09-22,3.625
2015-09-23,4.9167
2015-09-24,7.25
2015-09-25,8.5833
2015-09-26,2.2083
2015-09-27,0.75
2015-09-28,2.9583
2015-09-29,5.9583
2015-09-30,5.2083
2015-10-01,8.6667
2015-10-02,7.0833
2015-10-03,0.4167
2015-10-04,4.8333
2015-10-05,3.0833
2015-10-06,7.4167
2015-10-07,5.2273
2015-10-08,4.875
2015-10-09,3.5417
2015-10-10,2.125
2015-10-11,0.3333
2015-10-12,0.125
2015-10-13,2.9583
2015-10-14,4.5
2015-10-15,6.6667
2015-10-16,8.0417
2015-10-17,9.9167
2015-10-18,3.5417
2015-10-19,9.5
2015-10-20,2.125
2015-10-21,4.0833
2015-10-22,3.7083
2015-10-23,4.0417
2015-10-24,7.0833
2015-10-25,7.5417
2015-10-26,5.0417
2015-10-27,1.4583
2015-10-28,7.0833
2015-10-29,3.9167
2015-10-30,2.2917
2015-10-31,4.0417
2015-11-01,2.125
2015-11-02,14.375
2015-11-03,6.0417
2015-11-04,4.3636
2015-11-05,4.9167
2015-11-06,5.875
2015-11-07,7.4167
2015-11-08,9.875
2015-11-09,7.2083
2015-11-10,5.5833
2015-11-11,3.0417
2015-11-12,3.4167
2015-11-13,2.9583
2015-11-14,3
2015-11-15,5.9167
2015-11-16,1.625
2015-11-17,3.1667
2015-11-18,2
2015-11-19,2.0417
2015-11-20,2.7083
2015-11-21,3.25
2015-11-22,4.125
2015-11-23,9.1667
2015-11-24,2
2015-11-25,4.6667
2015-11-26,4.6667
2015-11-27,3.3333
2015-11-28,3.3333
2015-11-29,3.4348
2015-11-30,4.8333
2015-12-01,4.2083
2015-12-02,5.5833
2015-12-03,5.8333
2015-12-04,3.75
2015-12-05,3.5417
2015-12-06,3
2015-12-07,3.625
2015-12-08,1.7273
2015-12-09,4.0417
2015-12-10,7.0417
2015-12-11,11.5
2015-12-12,6.125
2015-12-13,7.9583
2015-12-14,3.9167
2015-12-15,2.0417
2015-12-16,1.6667
2015-12-17,1.7917
2015-12-18,16
2015-12-19,8.875
2015-12-20,3
2015-12-21,1.75
2015-12-22,3.3333
2015-12-23,4.8333
2015-12-24,10.6667
2015-12-25,14.5
2015-12-26,3.875
2015-12-27,1.75
2015-12-28,1.625
2015-12-29,5
2015-12-30,1.7083
2015-12-31,1.1667
2016-01-01,1.1667
2016-01-02,3.4167
2016-01-03,4.125
2016-01-04,3.25
2016-01-05,13.875
2016-01-06,20.9167
2016-01-07,11.7917
2016-01-08,21.4091
2016-01-09,6.8333
2016-01-10,0.1667
2016-01-11,5.2083
2016-01-12,2.0833
2016-01-13,0.4583
2016-01-14,2.25
2016-01-15,12.5833
2016-01-16,11.4583
2016-01-17,9.2083
2016-01-18,1.7083
2016-01-19,1.5833
2016-01-20,20.4583
2016-01-21,5.3333
2016-01-22,2.3333
2016-01-23,6.875
2016-01-24,11.9167
2016-01-25,1.375
2016-01-26,0.7083
2016-01-27,0.8333
2016-01-28,1.7083
2016-01-29,1.8333
2016-01-30,1.2083
2016-01-31,0.875
2016-02-01,3.8333
2016-02-02,3.4583
2016-02-03,4.5652
2016-02-04,1.4583
2016-02-05,1.625
2016-02-06,0.6667
2016-02-07,1.9167
2016-02-08,2.25
2016-02-09,3.8333
2016-02-10,9.5
2016-02-11,6.4583
2016-02-12,10.4167
2016-02-13,1.75
2016-02-14,1.5833
2016-02-15,1.1667
2016-02-16,2.5833
2016-02-17,4.7083
2016-02-18,4.6667
2016-02-19,2.75
2016-02-20,11.2917
2016-02-21,1.2917
2016-02-22,0.8333
2016-02-23,1.875
2016-02-24,4.2083
2016-02-25,4.0417
2016-02-26,3.2083
2016-02-27,3.0833
2016-02-28,4.2083
2016-02-29,4.5417
2016-03-01,4.125
2016-03-02,3.1364
2016-03-03,2.75
2016-03-04,4.75
2016-03-05,2.4167
2016-03-06,3.75
2016-03-07,1.4583
2016-03-08,2.875
2016-03-09,2.7917
2016-03-10,5.625
2016-03-11,2.25
2016-03-12,2.5417
2016-03-13,1.125
2016-03-14,4.5417
2016-03-15,3.125
2016-03-16,0.0417
2016-03-17,0.2273
2016-03-18,1.75
2016-03-19,5.7917
2016-03-20,2.9167
2016-03-21,8.3333
2016-03-22,10.9167
2016-03-23,8.9583
2016-03-24,1.6667
2016-03-25,4.4167
2016-03-26,0.5417
2016-03-27,0.6667
2016-03-28,1.625
2016-03-29,1.9583
2016-03-30,2.9167
2016-03-31,3.0417
2016-04-01,2.7083
2016-04-02,2.9167
2016-04-03,2.875
2016-04-04,4.3333
2016-04-05,0.9583
2016-04-06,2.0833
2016-04-07,4.4583
2016-04-08,5.4583
2016-04-09,1.1667
2016-04-10,2.2083
2016-04-11,4.2083
2016-04-12,5.5
2016-04-13,4.125
2016-04-14,2.8333
2016-04-15,4.5417
2016-04-16,6.3333
2016-04-17,4.7917
2016-04-18,5.5833
2016-04-19,5.4583
2016-04-20,7.9167
2016-04-21,7.9167
2016-04-22,5.2917
2016-04-23,4.5417
2016-04-24,7.2083
2016-04-25,4.25
2016-04-26,7.3333
2016-04-27,6.6364
2016-04-28,4.2917
2016-04-29,4.25
2016-04-30,5.0417
2016-05-01,4.1667
2016-05-02,4.1667
2016-05-03,4.7917
2016-05-04,7.625
2016-05-05,10.125
2016-05-06,4.0833
2016-05-07,5.5417
2016-05-08,4.0417
2016-05-09,2.4583
2016-05-10,3.9583
2016-05-11,8.8182
2016-05-12,6.9583
2016-05-13,11.75
2016-05-14,16.7917
2016-05-15,12.25
2016-05-16,6.5833
2016-05-17,5.6667
2016-05-18,6.75
2016-05-19,2.7273
2016-05-20,1.2917
2016-05-21,3.4167
2016-05-22,0.25
2016-05-23,2.375
2016-05-24,6.7083
2016-05-25,6.375
2016-05-26,5.5417
2016-05-27,4.7917
2016-05-28,2.4583
2016-05-29,2.25
2016-05-30,1.4167
2016-05-31,2.3333
2016-06-01,5.4167
2016-06-02,4.0833
2016-06-03,3.125
2016-06-04,4.4583
2016-06-05,8.1667
2016-06-06,9.375
2016-06-07,12.3333
2016-06-08,7.7917
2016-06-09,8.25
2016-06-10,5.6667
2016-06-11,3.5
2016-06-12,1.2083
2016-06-13,2.2083
2016-06-14,2.3333
2016-06-15,1.9167
2016-06-16,3
2016-06-17,3.1667
2016-06-18,4.625
2016-06-19,4.9583
2016-06-20,4
2016-06-21,6.5417
2016-06-22,4.9167
2016-06-23,4.5417
2016-06-24,4.4286
2016-06-25,2.9167
2016-06-26,2.875
2016-06-27,4.4167
2016-06-28,5.9583
2016-06-29,5.7917
2016-06-30,5.5833
2016-07-01,5.1667
2016-07-02,5.125
2016-07-03,3.7917
2016-07-04,1.9167
2016-07-05,1.2083
2016-07-06,2.0909
2016-07-07,5.7083
2016-07-08,2.0417
2016-07-09,7.2917
2016-07-10,3.4583
2016-07-11,2.9167
2016-07-12,3.9167
2016-07-13,2.8333
2016-07-14,3.2917
2016-07-15,2.125
2016-07-16,1.1667
2016-07-17,5.5417
2016-07-18,4.5
2016-07-19,1.625
2016-07-20,1.75
2016-07-21,2.875
2016-07-22,5.25
2016-07-23,3.4167
2016-07-24,3.7083
2016-07-25,4.5
2016-07-26,5.7083
2016-07-27,5.25
2016-07-28,6.625
2016-07-29,3.5
2016-07-30,3.75
2016-07-31,1.9583
2016-08-01,2.9583
2016-08-02,5.5833
2016-08-03,4.2917
2016-08-04,3.875
2016-08-05,6.25
2016-08-06,7.125
2016-08-07,6.2917
2016-08-08,4.8333
2016-08-09,5.3333
2016-08-10,5.8696
2016-08-11,3.0417
2016-08-12,3.4167
2016-08-13,6.875
2016-08-14,5.125
2016-08-15,4.75
2016-08-16,8.3333
2016-08-17,6.5833
2016-08-18,4.375
2016-08-19,3.5417
2016-08-20,6.125
2016-08-21,9
2016-08-22,3.125
2016-08-23,1.3333
2016-08-24,3.1364
2016-08-25,3.3333
2016-08-26,2.6667
2016-08-27,3.4167
2016-08-28,1.25
2016-08-29,3.4167
2016-08-30,7.625
2016-08-31,11.2083
2016-09-01,9.0833
2016-09-02,2.3333
2016-09-03,2.5417
2016-09-04,2.375
2016-09-05,4.0833
2016-09-06,2.125
2016-09-07,0.7917
2016-09-08,0.5
2016-09-09,0.7917
2016-09-10,1.125
2016-09-11,0.0833
2016-09-12,1
2016-09-13,2.625
2016-09-14,3.6364
2016-09-15,2.4583
2016-09-16,4.7083
2016-09-17,3.0417
2016-09-18,0.125
2016-09-19,1.25
2016-09-20,0.5
2016-09-21,4.0417
2016-09-22,6.625
2016-09-23,1.625
2016-09-24,1.625
2016-09-25,1.1667
2016-09-26,3.3333
2016-09-27,1.5833
2016-09-28,3.7917
2016-09-29,4.75
2016-09-30,11.0833
2016-10-01,4.5
2016-10-02,1.75
2016-10-03,2.3333
2016-10-04,5.625
2016-10-05,4.375
2016-10-06,5
2016-10-07,2.2083
2016-10-08,1.4583
2016-10-09,0.75
2016-10-10,3.375
2016-10-11,6.125
2016-10-12,1.6667
2016-10-13,9.5833
2016-10-14,10.8333
2016-10-15,7.75
2016-10-16,4.0833
2016-10-17,5.75
2016-10-18,5.9167
2016-10-19,2.8636
2016-10-20,2.9583
2016-10-21,2.6667
2016-10-22,3.0417
2016-10-23,5.125
2016-10-24,9.4167
2016-10-25,4.6667
2016-10-26,5.9583
2016-10-27,6.4583
2016-10-28,5.2083
2016-10-29,7.5
2016-10-30,1.625
2016-10-31,7
2016-11-01,9.6667
2016-11-02,2.0435
2016-11-03,1.125
2016-11-04,5.5
2016-11-05,4.3333
2016-11-06,6.7826
2016-11-07,5.1364
2016-11-08,3.1667
2016-11-09,2.875
2016-11-10,3.5833
2016-11-11,10.3333
2016-11-12,4.4167
2016-11-13,1.875
2016-11-14,1.8333
2016-11-15,5.4583
2016-11-16,6.2083
2016-11-17,9.0476
2016-11-18,12.5417
2016-11-19,7
2016-11-20,8.5833
2016-11-21,0.5909
2016-11-22,12.4583
2016-11-23,8.0417
2016-11-24,1.625
2016-11-25,1.2273
2016-11-26,5.25
2016-11-27,10.1667
2016-11-28,2.4167
2016-11-29,4.125
2016-11-30,14.375
2016-12-01,3.6667
2016-12-02,3.25
2016-12-03,0.3333
2016-12-04,1.0833
2016-12-05,0.5
2016-12-06,5.8333
2016-12-07,7.5833
2016-12-08,10.5
2016-12-09,12.5
2016-12-10,10.4583
2016-12-11,12.6667
2016-12-12,7.0417
2016-12-13,3
2016-12-14,6.3636
2016-12-15,6.7083
2016-12-16,16.9167
2016-12-17,3.9583
2016-12-18,1.625
2016-12-19,1.8333
2016-12-20,2.0833
2016-12-21,3.625
2016-12-22,3.5833
2016-12-23,10
2016-12-24,2.2917
2016-12-25,5.9167
2016-12-26,5.0417
2016-12-27,0.9583
2016-12-28,0.6667
2016-12-29,1.9167
2016-12-30,3.0833
2016-12-31,3.0833
2017-01-01,2.625
2017-01-02,5.4167
2017-01-03,6.0417
2017-01-04,3.5833
2017-01-05,3.4583
2017-01-06,16.3333
2017-01-07,18.3333
2017-01-08,9.0833
2017-01-09,9.5833
2017-01-10,4.375
2017-01-11,1.4583
2017-01-12,3.2609
2017-01-13,2.9583
2017-01-14,2.9583
2017-01-15,2.125
2017-01-16,3.2917
2017-01-17,3.2083
2017-01-18,5.25
2017-01-19,2.375
2017-01-20,4.9167
2017-01-21,4.5417
2017-01-22,19.3333
2017-01-23,22.3333
2017-01-24,8.5833
2017-01-25,4.2609
2017-01-26,4.2917
2017-01-27,3.0435
2017-01-28,1.4167
2017-01-29,1.375
2017-01-30,1.375
2017-01-31,1
2017-02-01,3.3333
2017-02-02,3.6667
2017-02-03,8.4583
2017-02-04,4.875
2017-02-05,5
2017-02-06,5.2917
2017-02-07,10
2017-02-08,19.625
2017-02-09,17.7917
2017-02-10,7.7083
2017-02-11,1.5833
2017-02-12,1.5417
2017-02-13,2.25
2017-02-14,4.25
2017-02-15,4.5
2017-02-16,3.2083
2017-02-17,4.0833
2017-02-18,7.0833
2017-02-19,10.4167
2017-02-20,13.625
2017-02-21,19.0417
2017-02-22,7.8333
2017-02-23,9.125
2017-02-24,7.625
2017-02-25,7.375
2017-02-26,1.6667
2017-02-27,4.9583
2017-02-28,4.8333
2017-03-01,4
2017-03-02,6.25
2017-03-03,2.0417
2017-03-04,6.5
2017-03-05,10.5833
2017-03-06,8.375
2017-03-07,4.2917
2017-03-08,4.4167
2017-03-09,6.5
2017-03-10,5
2017-03-11,6.8333
2017-03-12,6.875
2017-03-13,5.0417
2017-03-14,2.9167
2017-03-15,4.9091
2017-03-16,2.0833
2017-03-17,6.2083
2017-03-18,1.2917
2017-03-19,0
2017-03-20,2.2917
2017-03-21,2.4167
2017-03-22,3.375
2017-03-23,5.9583
2017-03-24,6.25
2017-03-25,0.0417
2017-03-26,0.4583
2017-03-27,0.8333
2017-03-28,0.375
2017-03-29,1.0833
2017-03-30,6
2017-03-31,4.75
2017-04-01,1
2017-04-02,1.8333
2017-04-03,1.25
2017-04-04,1.875
2017-04-05,2.6667
2017-04-06,1.5
2017-04-07,1.625
2017-04-08,2.0417
2017-04-09,3.4167
2017-04-10,2.7917
2017-04-11,5.4167
2017-04-12,8.9545
2017-04-13,4.5833
2017-04-14,0.8333
2017-04-15,0.9167
2017-04-16,2.5833
2017-04-17,2.2917
2017-04-18,4.6667
2017-04-19,8.0833
2017-04-20,4.625
2017-04-21,7.125
2017-04-22,6.2083
2017-04-23,3.9167
2017-04-24,5.1667
2017-04-25,3.625
2017-04-26,7.625
2017-04-27,7.125
2017-04-28,3.3333
2017-04-29,0.875
2017-04-30,0.5833
2017-05-01,0.4167
2017-05-02,1.125
2017-05-03,3.7917
2017-05-04,2.875
2017-05-05,5.2917
2017-05-06,3.125
2017-05-07,0.5833
2017-05-08,2.125
2017-05-09,4.5
2017-05-10,8.3333
2017-05-11,7.8636
2017-05-12,5.5417
2017-05-13,1.3333
2017-05-14,0.4583
2017-05-15,0.625
2017-05-16,2.1667
2017-05-17,0.8095
2017-05-18,1.0833
2017-05-19,0.7917
2017-05-20,4.5833
2017-05-21,5.4167
2017-05-22,6.2083
2017-05-23,6.2917
2017-05-24,1.25
2017-05-25,0.625
2017-05-26,2.5
2017-05-27,5.7917
2017-05-28,7.75
2017-05-29,4.8333
2017-05-30,8.125
2017-05-31,8.4167
2017-06-01,5.375
2017-06-02,3.0417
2017-06-03,4.2917
2017-06-04,5.7083
2017-06-05,3.5
2017-06-06,6.2917
2017-06-07,8.0417
2017-06-08,7.4583
2017-06-09,2.8333
2017-06-10,0.5
2017-06-11,2.7917
2017-06-12,6.9167
2017-06-13,7.375
2017-06-14,2.5
2017-06-15,0.6667
2017-06-16,1.6667
2017-06-17,1.375
2017-06-18,2.375
2017-06-19,5.3182
2017-06-20,5.2083
2017-06-21,12
2017-06-22,1.8333
2017-06-23,2.625
2017-06-24,5.1667
2017-06-25,8.125
2017-06-26,9.1667
2017-06-27,6.3333
2017-06-28,3.4583
2017-06-29,3.9583
2017-06-30,10.3333
2017-07-01,9.125
2017-07-02,6.6667
2017-07-03,7
2017-07-04,6.4167
2017-07-05,6.5714
2017-07-06,12.4091
2017-07-07,11.75
2017-07-08,15.25
2017-07-09,11.5833
2017-07-10,12
2017-07-11,10.0833
2017-07-12,14.5
2017-07-13,9
2017-07-14,10.0833
2017-07-15,7.9167
2017-07-16,25.1667
2017-07-17,33.75
2017-07-18,10.375
2017-07-19,38.9167
2017-07-20,18.9583
2017-07-21,5.75
2017-07-22,4.875
2017-07-23,2.25
2017-07-24,0.5
2017-07-25,4.5
2017-07-26,7.2917
2017-07-27,16.8333
2017-07-28,12.5
2017-07-29,10.5833
2017-07-30,31.125
2017-07-31,36.2083
2017-08-01,12.9583
2017-08-02,6.625
2017-08-03,9.6667
2017-08-04,4
2017-08-05,6.25
2017-08-06,8.25
2017-08-07,11.125
2017-08-08,9.625
2017-08-09,11.375
2017-08-10,10.7917
2017-08-11,9.0417
2017-08-12,12.625
2017-08-13,36.4167
2017-08-14,68.3158
2017-08-15,28.2917
2017-08-16,27.4583
2017-08-17,33.2609
2017-08-18,17.125
2017-08-19,2.7917
2017-08-20,20.0833
2017-08-21,10.75
2017-08-22,8.9583
2017-08-23,10.375
2017-08-24,12.9167
2017-08-25,2.7917
2017-08-26,8.0417
2017-08-27,14.6667
2017-08-28,8.6667
2017-08-29,11.5833
2017-08-30,48.4583
2017-08-31,42.6667
2017-09-01,29.7083
2017-09-02,30.5
2017-09-03,5.875
2017-09-04,5.4167
2017-09-05,19.4167
2017-09-06,26.375
2017-09-07,39.2917
2017-09-08,51.9167
2017-09-09,26.25
2017-09-10,0.875
2017-09-11,3.375
2017-09-12,2.7619
2017-09-13,2.75
2017-09-14,3.625
2017-09-15,5.5
2017-09-16,5.25
2017-09-17,10.0833
2017-09-18,11.9167
2017-09-19,3.4167
2017-09-20,3.5417
2017-09-21,1.5833
2017-09-22,4.0417
2017-09-23,4.4167
2017-09-24,4.875
2017-09-25,4.2083
2017-09-26,3.5833
2017-09-27,4.875
2017-09-28,6.5
2017-09-29,9.75
2017-09-30,7.875
2017-10-01,1.0833
2017-10-02,0.6667
2017-10-03,3.0417
2017-10-04,3.7917
2017-10-05,6.375
2017-10-06,6.3333
2017-10-07,1.1667
2017-10-08,2.0417
2017-10-09,2.3333
2017-10-10,6.6667
2017-10-11,4.7917
2017-10-12,4.4583
2017-10-13,8.25
2017-10-14,5.0833
2017-10-15,2.8333
2017-10-16,2.5909
2017-10-17,2.5
2017-10-18,1.875
2017-10-19,1.5417
2017-10-20,0.9167
2017-10-21,1.9583
2017-10-22,0.5833
2017-10-23,1.375
2017-10-24,5.625
2017-10-25,2.625
2017-10-26,6.6667
2017-10-27,5.0417
2017-10-28,5.875
2017-10-29,0.0833
2017-10-30,1.8696
2017-10-31,3
2017-11-01,1.7273
2017-11-02,4.4583
2017-11-03,4.625
2017-11-04,8.5
2017-11-05,6
2017-11-06,5.0417
2017-11-07,9.5417
2017-11-08,20.5
2017-11-09,20.2917
2017-11-10,9.125
2017-11-11,8.4167
2017-11-12,7.25
2017-11-13,5.1667
2017-11-14,19.9583
2017-11-15,21.5
2017-11-16,15.375
2017-11-17,18.25
2017-11-18,5.0417
2017-11-19,1.7917
2017-11-20,5.9583
2017-11-21,8.7083
2017-11-22,13.7917
2017-11-23,3.4583
2017-11-24,2.5417
2017-11-25,4.7917
2017-11-26,4.2083
2017-11-27,3.8333
2017-11-28,4.875
2017-11-29,4.7917
2017-11-30,5.3182
2017-12-01,3.4167
2017-12-02,9.5833
2017-12-03,6.5417
2017-12-04,3.875
2017-12-05,3.3333
2017-12-06,5.75
2017-12-07,5.2917
2017-12-08,6.4583
2017-12-09,5.625
2017-12-10,10.5
2017-12-11,10.5417
2017-12-12,8.7917
2017-12-13,5.4762
2017-12-14,7.6667
2017-12-15,3.2917
2017-12-16,5.4167
2017-12-17,4.0833
2017-12-18,1.4583
2017-12-19,3.125
2017-12-20,1.2917
2017-12-21,1.4583
2017-12-22,1.9583
2017-12-23,0.5833
2017-12-24,0.875
2017-12-25,6.2083
2017-12-26,9.7917
2017-12-27,1.25
2017-12-28,1.125
2017-12-29,1.8333
2017-12-30,5.2083
2017-12-31,8.6667
2018-01-01,0.8333
2018-01-02,1.125
2018-01-03,1.5417
2018-01-04,2
2018-01-05,1.7917
2018-01-06,2.2083
2018-01-07,3.375
2018-01-08,9.0833
2018-01-09,10.6818
2018-01-10,2.3333
2018-01-11,10.2083
2018-01-12,19.7083
2018-01-13,3.75
2018-01-14,5.0417
2018-01-15,11.875
2018-01-16,2.7083
2018-01-17,3.375
2018-01-18,2.125
2018-01-19,3.375
2018-01-20,2.7083
2018-01-21,5.0417
2018-01-22,2
2018-01-23,4.9583
2018-01-24,10.375
2018-01-25,19.5
2018-01-26,13
2018-01-27,13.4583
2018-01-28,12.9167
2018-01-29,12.4167
2018-01-30,2.0833
2018-01-31,12
2018-02-01,10.75
2018-02-02,21.2083
2018-02-03,5.7083
2018-02-04,4.6667
2018-02-05,5.7917
2018-02-06,4.1304
2018-02-07,7.7083
2018-02-08,5.8333
2018-02-09,10
2018-02-10,3.5417
2018-02-11,3.5417
2018-02-12,4.9167
2018-02-13,2.0417
2018-02-14,2.0417
2018-02-15,1.8333
2018-02-16,1.5833
2018-02-17,0.875
2018-02-18,1.0417
2018-02-19,3.6667
2018-02-20,3
2018-02-21,4.5
2018-02-22,2.2917
2018-02-23,3.8333
2018-02-24,1.5417
