Date,Air_Temp,Humidity,Wind_Speed,Wind_Direction
2015-02-26,-11.6,77.9,21.8,178.7
2015-02-27,-9.2,75.1,18.1,357.3
2015-02-28,-7.8,64.5,12.9,318.3
2015-03-01,-5.9,63.7,12.2,208.7
2015-03-02,-6.2,66.8,30.7,350.9
2015-03-03,-12.7,49.4,12.5,321.7
2015-03-04,-7.8,50.5,9.9,185.9
2015-03-05,3.6,37.1,15.9,293
2015-03-06,6.4,39,15.4,286.3
2015-03-07,0.7,57.7,9.3,25
2015-03-08,5.8,40.5,18.8,288.2
2015-03-09,9.3,44.4,17.4,256
2015-03-10,3.7,74.5,9.5,81.1
2015-03-11,7.7,52.7,11,265.2
2015-03-12,9.6,36.9,18.3,273.6
2015-03-13,10.4,33,12.7,182.2
2015-03-14,11.4,35.5,22.9,239.2
2015-03-15,2,58.1,14.8,66.8
2015-03-16,-1.9,86.6,12,150.4
2015-03-17,-1.8,83.8,14.2,184.1
2015-03-18,3.6,61,11.2,204.8
2015-03-19,6.2,50.5,16.5,264.7
2015-03-20,-0.4,88.8,15.6,125.5
2015-03-21,-1,97.3,13.4,94.4
2015-03-22,-1.7,76.5,9.8,16.6
2015-03-23,-4,88,8.4,139
2015-03-24,-1.3,81.4,9,44
2015-03-25,3.2,56.2,12,259.9
2015-03-26,10.4,43.4,19.1,269.6
2015-03-27,13.4,33.3,12.2,224.1
2015-03-28,6.3,64.7,15.6,9.7
2015-03-29,8.1,50.5,15.2,239.1
2015-03-30,9.2,46.2,11.5,226.4
2015-03-31,9.4,38.2,23.7,249
2015-04-01,3.4,42.3,30,310.5
2015-04-02,1.3,65,10.5,276.5
2015-04-03,2.4,54.6,8.1,120.9
2015-04-04,-0.7,74.5,14.8,69.7
2015-04-05,-2.1,83.2,9.9,151.3
2015-04-06,-2.7,85.7,13.6,153.1
2015-04-07,0.4,64.8,7.8,228.1
2015-04-08,4,40.8,6.7,286.2
2015-04-09,8,29.1,8.3,179.3
2015-04-10,8.3,32.8,14.1,208.2
2015-04-11,6.4,38.9,19.6,264.1
2015-04-12,3.2,31.9,25.2,261.2
2015-04-13,4.5,38.8,8.9,280.1
2015-04-14,4.3,61.1,20.5,336
2015-04-15,6.8,36.8,15.2,289.8
2015-04-16,11.6,28.5,17.6,290.9
2015-04-17,10.3,40.6,21.7,222.2
2015-04-18,5.7,48,21.9,341.6
2015-04-19,5.5,43.8,8.5,146.8
2015-04-20,11,39.6,10.8,8
2015-04-21,14,40.4,13.6,166.7
2015-04-22,12.1,38,18.5,218.3
2015-04-23,7,48.6,10.6,128
2015-04-24,5.1,69,17.8,5.8
2015-04-25,1.5,77.4,21.2,358.8
2015-04-26,4.3,56.2,11.4,170
2015-04-27,11.8,35.5,12.9,246.9
2015-04-28,16.5,33.1,11.6,225
2015-04-29,9.7,52.5,16.5,359.1
2015-04-30,8.8,42.3,13.1,275.4
2015-05-01,10,44.4,16.5,308.5
2015-05-02,5.9,51.6,19.2,342.8
2015-05-03,7,48.8,12,175.6
2015-05-04,11.5,38.1,12.3,148.8
2015-05-05,10.6,46.7,20.6,7.6
2015-05-06,4.1,61.6,27.7,351.3
2015-05-07,6,57.5,13.9,4.7
2015-05-08,6,64.1,7.2,79.3
2015-05-09,10.1,42.3,14.2,3.3
2015-05-10,9.4,48.1,9.1,52.4
2015-05-11,7.2,45.9,12.1,115.3
2015-05-12,7.4,36.7,13.5,138.8
2015-05-13,7.7,43,15.4,184.1
2015-05-14,6.8,80.9,13.6,147.3
2015-05-15,8.8,85.9,15,160.9
2015-05-16,6.4,90.9,18.5,358.9
2015-05-17,5.2,60.1,11,54.8
2015-05-18,8.5,44.4,20.8,166
2015-05-19,10,39.6,17.1,171.1
2015-05-20,12.5,34.6,21.7,172
2015-05-21,14,34.2,17.8,171.4
2015-05-22,14.6,36,7.2,63.9
2015-05-23,15.7,32,8.4,140.5
2015-05-24,15.9,36.8,16.4,186.7
2015-05-25,15.8,45.8,13.5,181.8
2015-05-26,15.6,51.6,11.9,329.1
2015-05-27,16.4,54.1,10.7,311.6
2015-05-28,10.5,72.3,19.4,22.4
2015-05-29,10.2,69.6,18.2,148.5
2015-05-30,11.5,72.9,13.3,152.7
2015-05-31,16.8,53.6,14.1,11
2015-06-01,16,53.9,10.4,180
2015-06-02,11,79.3,16.4,151.2
2015-06-03,10.8,88.7,11.9,103.3
2015-06-04,12.8,75.8,11.7,65.6
2015-06-05,15.5,61,10.9,15.5
2015-06-06,18.9,47,8.5,334.6
2015-06-07,19.8,45,11.3,74.5
2015-06-08,22.2,40.6,15.2,344.8
2015-06-09,17.9,43.4,13.1,100.8
2015-06-10,18.5,52,14.3,143.2
2015-06-11,19.2,52.7,16.3,327.2
2015-06-12,9.3,71.4,14.9,322.1
2015-06-13,9.1,71.7,14.7,300.9
2015-06-14,9.8,67,17.7,338.1
2015-06-15,11.9,62.9,11.9,167.5
2015-06-16,15.4,55.5,12.9,206.7
2015-06-17,10.1,88.3,14.3,69.7
2015-06-18,13.6,76.2,14.6,166.2
2015-06-19,15.2,62,19.2,328.4
2015-06-20,12.5,62,10.6,63
2015-06-21,12.2,66.2,10.6,280.3
2015-06-22,15.8,53.4,8,162.6
2015-06-23,16,57.5,12.1,331
2015-06-24,17.6,54.5,9.4,187.3
2015-06-25,21.1,51.4,9.5,65.2
2015-06-26,23,45,13.9,139.6
2015-06-27,22.9,52.3,11.5,58.8
2015-06-28,24.4,46.6,12.7,9.6
2015-06-29,20.6,58.9,9.8,121.6
2015-06-30,18.8,75.9,14.8,349.2
2015-07-01,18.6,67,16,333.7
2015-07-02,20.8,60.6,11.9,150.6
2015-07-03,23.2,51.6,10.3,25.6
2015-07-04,16.7,59.2,13.1,2.4
2015-07-05,13.5,63.4,20.5,3.9
2015-07-06,15.5,65,13,160.5
2015-07-07,15.4,70.9,13.6,42.8
2015-07-08,20.6,51.2,11.9,206.4
2015-07-09,24.7,37.4,11.6,177.3
2015-07-10,23.1,50.8,14.1,357.9
2015-07-11,23,53,11.1,354.2
2015-07-12,20.7,63.1,10.4,306
2015-07-13,17.5,72.4,12.1,12
2015-07-14,17,66.4,12.2,333.5
2015-07-15,19.2,50.9,10.7,261
2015-07-16,12.1,67.9,17.6,315.7
2015-07-17,12.5,76,35.3,316.1
2015-07-18,20,46.7,12.7,250.6
2015-07-19,19.9,52.2,15.6,18.3
2015-07-20,20.7,56.5,16.1,179.9
2015-07-21,20.4,61.8,16,17.2
2015-07-22,16.8,62.3,14.8,96.4
2015-07-23,16.9,56.5,10.2,205.7
2015-07-24,20.1,41.4,8.2,201.8
2015-07-25,17.1,53.8,13.4,229.4
2015-07-26,14.4,68.8,11.7,27.6
2015-07-27,12.9,65.2,13.4,338.9
2015-07-28,17,45.6,9.6,315.2
2015-07-29,18.1,44.6,18.3,310.7
2015-07-30,18.2,49.9,10,95.5
2015-07-31,22,38.5,11.8,138.3
2015-08-01,20.1,55.9,13.8,40.3
2015-08-02,21.2,55.3,18.7,156.9
2015-08-03,21.9,52.4,12.8,179.7
2015-08-04,18.1,63.5,19.3,340.3
2015-08-05,14.4,80.4,10.7,0.1
2015-08-06,12.5,81.6,10.7,329.7
2015-08-07,16.5,60.7,8.9,187.4
2015-08-08,18.7,51.8,7.7,165.5
2015-08-09,20.7,45.4,7.8,275.4
2015-08-10,20.4,52.2,11.3,91.6
2015-08-11,21.5,51.8,9,57.2
2015-08-12,22.6,41.5,8,158.1
2015-08-13,24.2,34.3,10.5,257.7
2015-08-14,17.6,63.3,17.8,15.3
2015-08-15,10.8,84.6,17.1,339.6
2015-08-16,12,71.5,8,266.7
2015-08-17,13.1,68.6,9.8,206.9
2015-08-18,14.5,64,15.1,349.7
2015-08-19,19.2,47.1,12.3,236.4
2015-08-20,14.6,74.8,10.5,109.3
2015-08-21,7.7,90.4,23.9,359.6
2015-08-22,10.5,54.1,12.2,276.6
2015-08-23,14.8,53.5,10.8,184.8
2015-08-24,17.3,52.9,7.5,52.7
2015-08-25,17.2,58.6,8.2,5.1
2015-08-26,16.2,78.7,10,14.3
2015-08-27,17.1,64.8,5.8,287.8
2015-08-28,19.3,44.2,14,216.1
2015-08-29,19.6,45.5,17.9,174.6
2015-08-30,15.5,41.8,18.2,239.3
2015-08-31,16.1,37.7,12.3,237.2
2015-09-01,15.8,45,8.5,221.1
2015-09-02,14.7,41.4,21.2,236
2015-09-03,8.7,73,10.3,45.6
2015-09-04,5.4,87.8,23.4,346.4
2015-09-05,4.8,93.1,13.9,18.8
2015-09-06,5.5,81.2,20.3,312.1
2015-09-07,9.4,68.6,7.3,264.5
2015-09-08,11.5,57.9,13.8,252.6
2015-09-09,12.7,69.4,9.9,177.3
2015-09-10,13.1,67.5,8,188.1
2015-09-11,17.8,54.4,10.3,205.6
2015-09-12,20,41.8,12.6,290.3
2015-09-13,10.1,83,10.3,122.1
2015-09-14,5.5,89.9,12.6,39.1
2015-09-15,7.7,79.4,13.7,57.6
2015-09-16,7.1,72.1,7.7,51.1
2015-09-17,9,55.1,11.5,245.4
2015-09-18,11.8,44.8,15.5,231.7
2015-09-19,14.7,44.3,15.6,246.2
2015-09-20,14.7,57.9,17.8,350
2015-09-21,6.9,64.9,14.7,34.3
2015-09-22,9.7,62.5,11.3,130.8
2015-09-23,10.6,60,6.6,171.4
2015-09-24,12.5,47.7,14.9,184.8
2015-09-25,11.6,57.3,17.2,38.6
2015-09-26,9.6,58.6,9.7,309.2
2015-09-27,9.6,40.5,15.6,338.6
2015-09-28,8.1,55.8,12.4,190.4
2015-09-29,11.2,54.4,5.7,165.3
2015-09-30,12.4,56,5.7,140.2
2015-10-01,12.2,57.5,9.5,196.4
2015-10-02,11.7,62.5,17.8,21.9
2015-10-03,1.9,84.2,30.5,344.5
2015-10-04,2.5,77.9,10.6,149.1
2015-10-05,6,66.8,13.1,16.8
2015-10-06,7.1,66.6,12.1,197.8
2015-10-07,12.8,55.2,9.1,22.6
2015-10-08,12.2,59,7.7,238.2
2015-10-09,16.9,44.7,9.8,192.4
2015-10-10,16.4,47.8,15.6,223.3
2015-10-11,13.1,35.5,27.5,269.5
2015-10-12,9.9,42.7,16.4,209.4
2015-10-13,9.9,38.2,17.1,243.1
2015-10-14,7,43.3,11.5,354.5
2015-10-15,6.5,49.1,14.1,178.9
2015-10-16,6.4,53.4,9,169.7
2015-10-17,9.1,54.2,9.5,192.3
2015-10-18,12.6,50.6,11.8,81.5
2015-10-19,10.5,64.7,6.2,4.5
2015-10-20,8.4,62.8,16.1,285.4
2015-10-21,11.2,49.2,9.6,237.3
2015-10-22,9.8,47,13.5,312.6
2015-10-23,4.4,55,8.1,213.2
2015-10-24,2,71.9,10.4,4.4
2015-10-25,1.3,69.3,12.7,149.3
2015-10-26,4,67.2,16.5,181
2015-10-27,1.7,63.5,18.4,355.9
2015-10-28,0.6,64.4,12.3,182.5
2015-10-29,7.1,53.5,12.6,281.6
2015-10-30,5.9,53.6,11.7,218.6
2015-10-31,4.5,56.1,8.8,141.3
2015-11-01,2.1,72,9.8,2.5
2015-11-02,0.4,90.1,6.9,225.5
2015-11-03,-1.8,88.4,8,308.6
2015-11-04,-0.7,68.4,7.9,200
2015-11-05,0.5,61.8,11.3,333.3
2015-11-06,2.4,55,13,218.8
2015-11-07,8.3,50.3,14.4,287
2015-11-08,1.8,79.4,16.8,359.4
2015-11-09,-0.9,88.8,10.4,22.2
2015-11-10,-3,80,10.6,197.5
2015-11-11,2.7,52.1,16.9,258.8
2015-11-12,1.1,36.8,15.3,217.9
2015-11-13,3.6,61.2,15,255.6
2015-11-14,0.9,78,7.9,97.9
2015-11-15,3.5,70.7,16.8,193.7
2015-11-16,-1,59.3,19.8,295.2
2015-11-17,2,55.2,17.9,251.9
2015-11-18,-4.7,69.2,18.9,341.2
2015-11-19,-5.2,60.5,17.1,302
2015-11-20,-6.6,65.1,12,257.4
2015-11-21,3.5,38.9,28.8,269.5
2015-11-22,4.9,42.2,18.5,212.3
2015-11-23,-3.5,79.2,11.2,24.9
2015-11-24,-8.5,83.1,25,342.2
2015-11-25,-9.9,67.2,7.5,237.7
2015-11-26,-6.8,63.2,7.5,203
2015-11-27,-1.7,45.6,5.5,236.6
2015-11-28,-3.6,54.7,5.1,216.5
2015-11-29,-2.7,53.1,3.3,98.8
2015-11-30,-3.5,57.1,4.7,203.1
2015-12-01,0.5,45.8,9.4,297.5
2015-12-02,2.5,46,11.7,241.2
2015-12-03,1.9,58.3,16.1,184.3
2015-12-04,4.1,52.7,11.7,239.4
2015-12-05,1.5,45.6,12.8,210
2015-12-06,1.7,57,7.5,242.5
2015-12-07,3.3,51.5,10.6,234.6
2015-12-08,4.7,55.2,17.3,216.5
2015-12-09,2.1,80,13.8,9
2015-12-10,-2.3,89.7,10.9,167.5
2015-12-11,-2.2,93.8,6.4,113.2
2015-12-12,-5.4,93.3,11.3,186.5
2015-12-13,-5.9,92.7,12.7,314.7
2015-12-14,-6.6,84,12.4,319.7
2015-12-15,-5.6,76.3,12.7,252.4
2015-12-16,-7.1,76.5,10.3,303.2
2015-12-17,-14,72.9,4.9,342
2015-12-18,-13.3,81.2,14,164.9
2015-12-19,-8.3,68.1,8.4,218.3
2015-12-20,-5.5,63.8,10.1,175.2
2015-12-21,-5.6,56.2,8.8,227.6
2015-12-22,-9.6,65.9,5.6,339.3
2015-12-23,-12.3,71.8,5.3,352.6
2015-12-24,-13.3,81.2,10.7,14.2
2015-12-25,-17.7,82.2,10.7,169.1
2015-12-26,-16.6,78.5,9,194.4
2015-12-27,-5.1,60.7,8.1,242.1
2015-12-28,-6.9,83.5,10.9,351.6
2015-12-29,-12.9,83.8,4.9,288.3
2015-12-30,-10.1,63.1,9.2,285.4
2015-12-31,-5.1,47,8.9,231.6
2016-01-01,-5.5,49.1,7.1,206.9
2016-01-02,-9.3,62.1,5.7,198.7
2016-01-03,-9.3,63.5,5.5,185.7
2016-01-04,-6.2,59.9,7.7,336.6
2016-01-05,-9.5,72.4,8.4,149.9
2016-01-06,-11.6,79,15,0.3
2016-01-07,-10.5,81.4,16.2,1.6
2016-01-08,-17.7,81.9,7.5,157
2016-01-09,-17.3,75,6.7,208.3
2016-01-10,-5.7,53.9,7.4,234.8
2016-01-11,-4.8,75.4,10,185.6
2016-01-12,1.2,52.8,20.2,260.8
2016-01-13,2.4,59.1,13.8,270.8
2016-01-14,-0.7,83.1,13.6,330.6
2016-01-15,-10.8,82.4,11.1,70.8
2016-01-16,-15.4,84,13.8,138.3
2016-01-17,-15.9,81.1,15.8,175.9
2016-01-18,-2,60.6,12,243
2016-01-19,-2.6,60,7.4,265.1
2016-01-20,-8.5,80.4,7.4,36.4
2016-01-21,-5,74.8,10.2,190.2
2016-01-22,2.3,66.1,8,258.5
2016-01-23,0.4,71,10.3,180.8
2016-01-24,-3.2,89.7,10,356.2
2016-01-25,-6.2,74.8,4.9,191.8
2016-01-26,5,50.3,14.6,253.6
2016-01-27,6.5,44.2,13.7,253.3
2016-01-28,6.5,58.8,12.1,256.9
2016-01-29,2.6,41.4,13.3,271.6
2016-01-30,1.3,46,17,292
2016-01-31,-1.5,70.7,9.9,348.8
2016-02-01,-3.3,82.8,11.6,173
2016-02-02,-5.4,75.4,9.8,9.7
2016-02-03,-5.5,56.8,8.5,232.9
2016-02-04,0.6,43.3,16.8,255.8
2016-02-05,5.1,41.2,17,241.1
2016-02-06,3.2,38.4,24.7,261.7
2016-02-07,0.4,33.2,16.5,235.3
2016-02-08,7.4,39.2,16.8,267.5
2016-02-09,8.3,35.2,9.7,275.9
2016-02-10,0.5,75.2,10.5,87.3
2016-02-11,2.1,81.6,9.5,31.8
2016-02-12,-2.5,96,17.6,156
2016-02-13,3.4,59.6,15,262.5
2016-02-14,4.2,40.2,15.5,264.3
2016-02-15,3.6,45.5,16.1,264.1
2016-02-16,2.2,52,10.3,176.2
2016-02-17,1.4,56.9,8.3,170.9
2016-02-18,3.4,61.9,14.8,222.7
2016-02-19,3.4,67.4,17.6,181.4
2016-02-20,-3,77.3,13.6,103.4
2016-02-21,1.2,40.3,10.4,295.9
2016-02-22,0.6,41.9,11.2,324.5
2016-02-23,0,43.3,13.1,255.9
2016-02-24,-3.3,55.5,12.2,137.2
2016-02-25,3.2,44,9.6,199.5
2016-02-26,9.8,27.4,15.5,252.8
2016-02-27,5.5,61.1,20,306.6
2016-02-28,0.7,66.5,12.9,143.3
2016-02-29,-5.6,85,13.9,147.4
2016-03-01,-0.2,64.1,11.4,175.7
2016-03-02,-0.4,89.9,13.9,80.8
2016-03-03,3.3,63.7,17.1,232.5
2016-03-04,3.9,51.4,8.4,191.4
2016-03-05,6,47.8,13.6,229.3
2016-03-06,3.9,64.9,11.3,143
2016-03-07,5.3,44.5,12.2,333.6
2016-03-08,3.2,51.3,12.5,0.8
2016-03-09,2.2,46.9,8.4,252.7
2016-03-10,5.7,45.2,19.9,203
2016-03-11,6.5,29.3,13.4,213.4
2016-03-12,6.7,41.7,9.7,215.6
2016-03-13,5.1,34.5,17.8,270
2016-03-14,1.2,59.4,15.1,318.6
2016-03-15,0.6,69.4,14.6,318.4
2016-03-16,2.7,34.8,22.7,314.7
2016-03-17,-1.6,67.2,21.4,343.9
2016-03-18,-2.2,54.8,10.8,136.7
2016-03-19,0.9,47.2,11.4,160.8
2016-03-20,5.7,36.8,8.2,33.7
2016-03-21,0.7,73.9,12.9,24.2
2016-03-22,-1.5,77,10.1,52.3
2016-03-23,2.6,58,10.4,213
2016-03-24,4.3,60.3,14.5,5.6
2016-03-25,1.5,74.8,8.2,312.7
2016-03-26,4.1,46.6,10.7,221.8
2016-03-27,4,44.2,8.3,187.7
2016-03-28,5.3,56.1,25,347
2016-03-29,6.5,43.7,14.8,350.3
2016-03-30,8.7,54.7,21.4,335.9
2016-03-31,5,72.5,15.3,1.6
2016-04-01,12.2,39.8,13.2,348.5
2016-04-02,14,30.5,22.1,270.8
2016-04-03,9.8,38.8,12.7,113.6
2016-04-04,7.8,51.2,14.1,192.1
2016-04-05,8,48.2,26.3,304.4
2016-04-06,10.6,31.4,20.9,311.7
2016-04-07,8.5,33.9,9.8,79.3
2016-04-08,12.6,34.3,13.6,212.2
2016-04-09,9.5,44,31.1,352.9
2016-04-10,2.8,50.9,11.4,89.8
2016-04-11,7.3,45.7,15,174.1
2016-04-12,10.2,42.7,12.9,269.1
2016-04-13,10.9,28.8,17.5,317.9
2016-04-14,5.2,60.2,11.3,17.3
2016-04-15,7.6,49.1,16.9,151.2
2016-04-16,10,39.4,10.8,139.8
2016-04-17,12.7,33.8,9.2,165.9
2016-04-18,13.8,32.1,22.6,176.3
2016-04-19,17.1,27.2,10,171.4
2016-04-20,13.3,26.3,17.3,79.5
2016-04-21,12.6,37.8,17,124.4
2016-04-22,8.4,51.2,15.6,19.9
2016-04-23,2.9,79.3,11.3,59
2016-04-24,3,89.2,10.4,118.5
2016-04-25,3.5,90,10.2,75
2016-04-26,6.1,73.5,11,50.8
2016-04-27,6.2,68.3,16.7,162.2
2016-04-28,6,65.2,24.5,173
2016-04-29,6.9,57.5,21.3,161.3
2016-04-30,8.8,53.5,6.1,233.5
2016-05-01,12.4,42.9,6.6,161.9
2016-05-02,16.3,33.8,11.7,172.5
2016-05-03,19.5,28.7,10.7,192.9
2016-05-04,19.4,26.3,11.7,230.4
2016-05-05,10.6,62.3,21.2,332.9
2016-05-06,12.6,45.5,11.3,192.9
2016-05-07,18.1,32,15.2,208.8
2016-05-08,11.6,48.9,20.1,350.6
2016-05-09,6.5,51,29.9,353.1
2016-05-10,7.3,39.8,20.9,354
2016-05-11,8.8,37.2,12.9,127.9
2016-05-12,4.5,76.7,10.7,9.6
2016-05-13,5.7,59.2,10.3,158.9
2016-05-14,8,48.2,12.7,174.1
2016-05-15,10.5,39.5,13.1,188.3
2016-05-16,13.6,42.2,23.9,177.3
2016-05-17,16.9,38.2,12.9,253.4
2016-05-18,17.5,40.5,13,201
2016-05-19,9.3,78.9,23.5,352.2
2016-05-20,4.9,75.7,27.3,355.8
2016-05-21,4.5,86,19.7,351.3
2016-05-22,3.9,88.3,23.8,317.9
2016-05-23,6.3,77,27.4,333.3
2016-05-24,11,63,9.3,162.1
2016-05-25,13.1,63.5,10.9,172.1
2016-05-26,13.3,67.6,10.2,199.9
2016-05-27,9.6,81.4,16.9,356.9
2016-05-28,10.2,58,7.3,255.9
2016-05-29,12.5,48.3,15.4,243.4
2016-05-30,9.6,65,29.8,350
2016-05-31,11.8,55.2,9.7,46.5
2016-06-01,14.3,51.2,13.7,214.9
2016-06-02,16.2,44.5,17.7,273.8
2016-06-03,17.2,40.3,13.2,263.1
2016-06-04,20.4,35.3,12.1,65.5
2016-06-05,18.8,46.8,15.5,125.3
2016-06-06,21.8,46.2,17.1,172
2016-06-07,23,46.2,14.7,20.8
2016-06-08,20.8,50,17.9,198.5
2016-06-09,18.6,40,17.3,290.9
2016-06-10,12.1,71.2,14.1,15.9
2016-06-11,13.9,54.2,19.7,231.2
2016-06-12,15,33.9,23.4,270.6
2016-06-13,16.1,33.9,16.4,240.9
2016-06-14,12.9,43.5,17.4,227.4
2016-06-15,12,28,17,253.4
2016-06-16,12.5,27.9,17.3,247.2
2016-06-17,14.4,27.3,15.1,274.2
2016-06-18,13.9,37.8,10.7,138.4
2016-06-19,15.4,52.8,16.7,305.1
2016-06-20,18,39,10.7,87.2
2016-06-21,16,52.8,19.2,351.8
2016-06-22,17.8,46.2,10.9,230.5
2016-06-23,17,51.4,13.2,357.1
2016-06-24,13.1,72,11.2,352.8
2016-06-25,14.4,71.2,21.1,313.4
2016-06-26,16.1,62.2,14.1,351.7
2016-06-27,18.7,54.8,11.3,149.2
2016-06-28,18.6,61.1,11.1,109.3
2016-06-29,19.2,61,10.4,147.8
2016-06-30,17.6,71.9,15.9,130.6
2016-07-01,18.4,68.9,10.8,164.4
2016-07-02,18.4,72,12.6,75.5
2016-07-03,17.5,65.2,16.7,256.3
2016-07-04,14.1,68.5,12.2,153.1
2016-07-05,12.5,68.4,11.8,327.1
2016-07-06,14.9,59.2,11,289.1
2016-07-07,17.3,57.9,12.4,162.6
2016-07-08,19.5,42.6,10.6,355.2
2016-07-09,14.9,78.1,12.6,3.3
2016-07-10,15,71.5,17.4,342.8
2016-07-11,14.5,78.2,18.5,330.9
2016-07-12,15.7,70.5,14.4,326.8
2016-07-13,15.1,73.7,10.9,317.3
2016-07-14,14.6,79.4,11.7,1.5
2016-07-15,11.7,90.9,13.1,4
2016-07-16,12.9,83.7,9.9,313.9
2016-07-17,14,77.8,15.5,331.3
2016-07-18,15.7,75.7,14.3,180
2016-07-19,20.4,42.2,18.4,262.4
2016-07-20,20.4,33.2,19.8,270.6
2016-07-21,20,39.6,12.3,255.2
2016-07-22,17.3,64.5,9.9,4.5
2016-07-23,18.3,58,14,354.4
2016-07-24,19.8,49.5,12.2,201.1
2016-07-25,18.7,64.4,14.8,80.3
2016-07-26,19.3,71.6,9.8,31.8
2016-07-27,19.8,62.4,8.8,32.2
2016-07-28,18.1,70.5,8.7,308.1
2016-07-29,19.9,58.8,12.7,142.4
2016-07-30,16.9,74,17.6,354.5
2016-07-31,12.7,73.6,12,331.7
2016-08-01,15.5,61.2,10.1,214.2
2016-08-02,16.3,67.9,14.5,36.1
2016-08-03,13.4,79.5,17.8,331.8
2016-08-04,17.4,61.9,8.6,47.4
2016-08-05,18.5,68.3,17.1,138.5
2016-08-06,15.7,84.5,9,122.9
2016-08-07,17.1,83.1,11.2,134.5
2016-08-08,16.3,77.2,7.8,64.9
2016-08-09,16.6,71.2,11.5,185.2
2016-08-10,15.1,75.7,12.3,335
2016-08-11,16.8,67.4,10.8,328.5
2016-08-12,17.5,62.2,9.3,333.8
2016-08-13,18.5,59.4,8.3,184.9
2016-08-14,17.9,62.5,9.8,294.4
2016-08-15,18.7,60.8,8.6,11.9
2016-08-16,20,61.7,7.7,30.5
2016-08-17,16.8,67,10.2,350.4
2016-08-18,14.4,63.7,13.9,342.1
2016-08-19,14.7,60.5,10.2,169.8
2016-08-20,18,52.5,8.2,166.2
2016-08-21,19.3,60.2,10.7,23.5
2016-08-22,12.5,68.8,26.9,315.8
2016-08-23,12.3,70.7,36.9,324.6
2016-08-24,14.1,60.2,11.9,338.7
2016-08-25,13.1,70.9,17.5,337.9
2016-08-26,14.7,61.2,9.8,194.4
2016-08-27,15.9,64.5,13.9,224.4
2016-08-28,10.5,71,18.2,26.2
2016-08-29,14.5,67.8,14.6,150.3
2016-08-30,18.4,67,14.6,149.9
2016-08-31,19.2,61.6,10.3,119.1
2016-09-01,18.8,48,16.3,183.5
2016-09-02,11.3,78.8,15.3,352.6
2016-09-03,10.9,65.5,11.8,296.4
2016-09-04,7.3,75.5,14,74.1
2016-09-05,8.8,76.5,13.9,181.7
2016-09-06,8.7,76.7,6.6,336.2
2016-09-07,12.4,55.3,9.5,264.3
2016-09-08,11.2,61.8,20.2,306.3
2016-09-09,12.3,55.9,11.7,238.8
2016-09-10,16,46.9,17.3,289.7
2016-09-11,6.2,82,25.4,340
2016-09-12,6.2,66.9,12.2,276.4
2016-09-13,10.2,52.5,10.1,193.8
2016-09-14,14.4,49.8,7.3,201.1
2016-09-15,14.9,54.7,7.7,0.3
2016-09-16,15.6,48.9,7.9,198.9
2016-09-17,17.2,39.7,13.5,250.4
2016-09-18,12.2,51.5,16.5,310.7
2016-09-19,9.4,50.5,8.4,346.2
2016-09-20,6.2,82.5,13.7,339.6
2016-09-21,8,70.5,5.6,22.3
2016-09-22,7.2,84.4,8.5,96.2
2016-09-23,10.4,72.8,12.9,189.9
2016-09-24,11.1,52.2,12.3,332.8
2016-09-25,10.8,48.4,12.1,267.5
2016-09-26,15.8,46.4,9.2,185.6
2016-09-27,12.2,55,17.3,317.1
2016-09-28,9.7,61.5,17.4,136.2
2016-09-29,9,73.7,8.1,86.6
2016-09-30,9.7,81.8,11.5,359
2016-10-01,9,88.6,11.4,25.5
2016-10-02,7.5,67.5,9.8,177
2016-10-03,6.6,63.8,8.2,78.8
2016-10-04,5.4,67.2,11.8,23.4
2016-10-05,1.6,71.1,18.9,355.2
2016-10-06,0.7,65,10.2,43.8
2016-10-07,-1.4,83.8,19.9,138.2
2016-10-08,-0.4,97,13.9,122.4
2016-10-09,0.1,81.2,21.2,353.6
2016-10-10,-1.7,84,14.3,18.1
2016-10-11,-1.5,72.1,8.8,161.9
2016-10-12,1.7,57.2,7.7,21.7
2016-10-13,1,71.5,6.3,158.6
2016-10-14,0.3,88.5,12.5,24.4
2016-10-15,-0.2,89.4,9.1,92.9
2016-10-16,5.9,63.5,11.6,224.4
2016-10-17,-1.4,92.7,11.3,16.1
2016-10-18,0.8,90.5,8.7,163.5
2016-10-19,5,62.5,8.6,230.3
2016-10-20,6.2,52.5,10.3,224.9
2016-10-21,6.1,45.9,7.8,232.4
2016-10-22,5.7,41.5,11.8,268
2016-10-23,2.3,59.5,7,222.6
2016-10-24,1.7,83,7.3,84.8
2016-10-25,2.8,84.1,8.1,171.9
2016-10-26,2.3,72.6,5.8,130.2
2016-10-27,6.4,68.7,12.4,312.8
2016-10-28,1.8,93.5,9.9,12
2016-10-29,2.2,90.5,10.7,186
2016-10-30,5.5,59.3,11.9,268.4
2016-10-31,2.3,84.2,7.5,187.1
2016-11-01,2.1,81,10.6,255.3
2016-11-02,6.1,62,10.3,187.2
2016-11-03,10.3,42.8,12.1,226.5
2016-11-04,7.6,45.6,6.1,264.1
2016-11-05,9.5,46.9,11.3,183.8
2016-11-06,6.5,70.3,13.4,308.8
2016-11-07,5.5,59.2,9.6,204
2016-11-08,12.8,48.1,13.2,211.9
2016-11-09,9.2,57.2,8.7,306.4
2016-11-10,4.9,71.3,15,173.8
2016-11-11,5.8,64.4,5.8,238.7
